"transactiondateutc","uniqueid","itinerary","first_element","last_element","onewayorreturn"
"2019-01-03 20:50:33.367000",c82dcc0b-800f-e911-a820-a7f2c9e35195,LGW-KEF-LHR,LGW,LHR,Return
"2019-03-17 22:36:26.970000","549996ee-eb48-e911-a820-a7f2c9e35195",LGW-LIS-LHR,LGW,LHR,Return
"2019-06-07 22:14:54.063000","70571e87-5889-e911-a821-8111ee911e19",LGW-MLA-LHR,LGW,LHR,Return
"2019-11-04 02:16:47.993000","30375700-90fe-e911-a822-e453a8e76766",LGW-MLA-LHR,LGW,LHR,Return
"2019-05-15 22:19:26.673000","5c71b857-4677-e911-a821-8111ee911e19",LHR-AMS-LCY,LHR,LCY,Return
"2019-02-24 17:25:30.280000","2d108908-4038-e911-a820-a7f2c9e35195",LHR-AMS-LCY,LHR,LCY,Return
"2019-12-02 00:27:02.047000","74d06e4f-8114-ea11-a822-e453a8e76766",LHR-AMS-LCY,LHR,LCY,Return
"2019-01-11 00:27:50.703000","812d4d92-1e15-e911-a820-a7f2c9e35195",LHR-DXB-STN,LHR,STN,Return
"2019-09-27 05:33:27.390000","9275dd2e-cfe0-e911-a822-e453a8e76766",LHR-DXB-STN,LHR,STN,Return
"2019-08-20 13:19:59.673000","3869110d-34c3-e911-a821-8111ee911e19",LHR-DXB-STN,LHR,STN,Return
"2019-07-21 18:35:41.780000","956d6531-cdab-e911-a821-8111ee911e19",LHR-WAW-LCY,LHR,LCY,Return
"2019-02-11 17:47:20.050000","4f7478e8-0b2e-e911-a820-a7f2c9e35195",LIN-CDG-MXP,LIN,MXP,Return
"2019-03-24 00:34:38.670000",b9964f75-b34d-e911-a823-bb3187216d89,NOP-IST-ZRH,NOP,ZRH,Return
"2019-06-29 00:49:31.437000","55e2f69a-ee99-e911-a821-8111ee911e19",ORY-ALG-CDG,ORY,CDG,Return
"2019-09-10 01:46:51.597000",c7a9f8b3-53d3-e911-a821-8111ee911e19,ORY-ALG-CDG,ORY,CDG,Return
"2019-06-17 15:36:19.137000","23f1cf80-fc90-e911-a821-8111ee911e19",ORY-CMN-CDG,ORY,CDG,Return
"2019-01-20 18:32:19.897000",cea55290-c81c-e911-a820-a7f2c9e35195,ORY-MLA-CDG,ORY,CDG,Return
"2019-08-29 13:25:00.137000",f5b5783e-47ca-e911-a821-8111ee911e19,ORY-ORN-CDG,ORY,CDG,Return
"2019-09-06 12:55:39.783000",f812d37a-8cd0-e911-a821-8111ee911e19,ORY-TLM-CDG,ORY,CDG,Return
"2019-02-13 02:11:52.173000",b5c8bc91-1b2f-e911-a820-a7f2c9e35195,SEN-MLA-LHR,SEN,LHR,Return
"2019-02-14 03:14:40.797000","371fb484-ed2f-e911-a820-a7f2c9e35195",SEN-MLA-LHR,SEN,LHR,Return
"2019-01-27 23:53:12.233000","4253228e-7522-e911-a820-a7f2c9e35195",SEN-MLA-LHR,SEN,LHR,Return
"2019-08-16 12:06:12.687000","27fb9f15-05c0-e911-a821-8111ee911e19",SEN-MLA-LHR,SEN,LHR,Return
"2019-08-18 17:55:32.127000","39694c37-c8c1-e911-a821-8111ee911e19",STN-DXB-LGW,STN,LGW,Return
"2019-08-15 21:18:28.220000","005df712-89bf-e911-a821-8111ee911e19",STN-DXB-LHR,STN,LHR,Return
"2019-09-04 11:50:48.253000",a7fed412-f1ce-e911-a821-8111ee911e19,STN-DXB-LHR,STN,LHR,Return
"2019-09-05 21:38:58.017000","8bdb6366-0cd0-e911-a821-8111ee911e19",ZRH-DOH-ZRH,ZRH,ZRH,One Way
"2019-08-15 20:42:30.423000","3b33f10a-84bf-e911-a821-8111ee911e19",ADD-MAN-HRE-ADD,ADD,ADD,One Way
"2019-09-17 01:58:36.547000","4b5bf481-d5d8-e911-a822-e453a8e76766",ADD-ZNZ-BRU-ADD,ADD,ADD,One Way
"2019-03-23 22:50:57.017000","50765cf8-a44d-e911-a823-bb3187216d89",AEP-JUJ-SLA-EZE,AEP,EZE,Return
"2019-01-25 08:41:01.517000",d27074c9-6320-e911-a820-a7f2c9e35195,ALG-DXB-SIN-DXB,ALG,DXB,Return
"2019-06-22 19:27:23.547000","9ca2aa9c-0a95-e911-a821-8111ee911e19",ARK-DAR-ZNZ-ARK,ARK,ARK,One Way
"2019-01-15 11:25:06.210000",fce12c0f-9f18-e911-a820-a7f2c9e35195,BKK-DEL-AKL-BKK,BKK,BKK,One Way
"2019-10-24 11:51:46.940000",e7ae1f82-3bf6-e911-a822-e453a8e76766,BRU-AMS-FCO-BRU,BRU,BRU,One Way
"2019-04-16 14:33:36.687000","3cd28474-3b60-e911-a821-8111ee911e19",CAI-HKG-EBB-CAI,CAI,CAI,One Way
"2019-03-25 19:18:21.830000",a005c195-194f-e911-a823-bb3187216d89,CAN-MEX-SIN-CAN,CAN,CAN,One Way
"2019-01-14 10:59:07.173000",f2537f41-d217-e911-a820-a7f2c9e35195,CAN-XNN-SIN-CAN,CAN,CAN,One Way
"2019-09-02 05:48:30.157000","461fb324-2ccd-e911-a821-8111ee911e19",CGK-KOE-KUL-CGK,CGK,CGK,One Way
"2019-04-01 21:56:04.517000","8b1cf1c8-af54-e911-a823-bb3187216d89",CMN-BGF-LAD-CMN,CMN,CMN,One Way
"2019-10-27 08:48:21.507000",a96c7661-7df8-e911-a822-e453a8e76766,CUN-SJO-SAL-MEX,CUN,MEX,Return
"2019-12-31 16:13:56.957000",fd5dca64-cf2b-ea11-a822-e453a8e76766,DEL-BHX-DEL-ATQ,DEL,ATQ,Return
"2019-10-14 21:28:01.470000","074a8d58-b0ee-e911-a822-e453a8e76766",DPS-AMS-KNO-CGK,DPS,CGK,Return
"2019-10-31 05:52:35.127000",cd028c77-89fb-e911-a822-e453a8e76766,DXB-JFK-BKK-DXB,DXB,DXB,One Way
"2019-06-28 16:10:22.487000",f20fb113-a699-e911-a821-8111ee911e19,DXB-JFK-DPS-DXB,DXB,DXB,One Way
"2019-03-15 01:22:34.437000","71c14da5-a746-e911-a820-a7f2c9e35195",EWR-BCN-ZRH-JFK,EWR,JFK,Return
"2019-09-09 22:06:54.313000","0f061bfc-34d3-e911-a821-8111ee911e19",EWR-LHR-ZRH-JFK,EWR,JFK,Return
"2019-09-04 01:55:04.860000","40eeb8dd-9dce-e911-a821-8111ee911e19",EWR-RZE-WAW-JFK,EWR,JFK,Return
"2019-05-29 15:05:42.907000","31802114-0a82-e911-a821-8111ee911e19",EWR-WAW-BUD-JFK,EWR,JFK,Return
"2019-11-12 01:47:43.220000","8a4bb93f-d504-ea11-a822-e453a8e76766",GPS-UIO-GYE-GPS,GPS,GPS,One Way
"2019-09-10 17:26:37.877000","6c0940f9-d6d3-e911-a822-e453a8e76766",IST-CUN-HRG-IST,IST,IST,One Way
"2019-11-14 02:17:24.127000","131c6bbc-6b06-ea11-a822-e453a8e76766",IST-JRO-BOS-IST,IST,IST,One Way
"2019-06-21 05:45:19.417000",c05c8a9a-ce93-e911-a821-8111ee911e19,JFK-MXP-ATH-EWR,JFK,EWR,Return
"2019-10-03 06:15:43.997000",a893d610-8ce5-e911-a822-e453a8e76766,JFK-ZRH-AMS-EWR,JFK,EWR,Return
"2019-08-14 05:21:28.497000",a4456037-3abe-e911-a821-8111ee911e19,JFK-ZRH-HKG-EWR,JFK,EWR,Return
"2019-04-18 21:38:25.327000","78b6ca21-0962-e911-a821-8111ee911e19",KUL-BNE-HKT-KUL,KUL,KUL,One Way
"2019-01-04 08:47:52.780000","6452d544-e40f-e911-a820-a7f2c9e35195",KWI-JFK-DEL-KWI,KWI,KWI,One Way
"2019-05-04 03:25:55.470000","94d8642d-036e-e911-a821-8111ee911e19",LCY-AMS-CAN-LHR,LCY,LHR,Return
"2019-11-18 20:06:51.327000","5b4df5ce-250a-ea11-a822-e453a8e76766",LFW-JNB-DSS-LFW,LFW,LFW,One Way
"2019-06-02 16:24:52.297000",e4d47ccc-3985-e911-a821-8111ee911e19,LGW-LED-SVO-LHR,LGW,LHR,Return
"2019-08-06 14:22:40.720000","0bf3aa7f-3cb8-e911-a821-8111ee911e19",LGW-POS-BCN-LGW,LGW,LGW,One Way
"2019-02-10 17:51:20.937000","9102ae50-432d-e911-a820-a7f2c9e35195",LGW-SAW-IST-LHR,LGW,LHR,Return
"2019-07-27 19:55:06.173000",f5a1da47-8fb0-e911-a821-8111ee911e19,LGW-SJO-MAD-LHR,LGW,LHR,Return
"2019-06-30 22:51:02.640000",cf149362-709b-e911-a821-8111ee911e19,LHR-SVO-LED-LGW,LHR,LGW,Return
"2019-12-18 02:04:04.203000","91caf683-2121-ea11-a822-e453a8e76766",LIN-FCO-NRT-MXP,LIN,MXP,Return
"2019-03-21 13:10:33.953000","66b9508a-c14b-e911-a823-bb3187216d89",NBO-CPT-AMS-NBO,NBO,NBO,One Way
"2019-05-22 21:19:43.593000",e263a427-be7c-e911-a821-8111ee911e19,ORY-SVO-LED-CDG,ORY,CDG,Return
"2019-05-01 00:38:21.313000","43865a40-906b-e911-a821-8111ee911e19",POM-KVG-LAE-POM,POM,POM,One Way
"2019-12-30 20:52:13.873000",e9adbe17-2d2b-ea11-a822-e453a8e76766,SHA-HND-NRT-PVG,SHA,PVG,Return
"2019-05-30 16:56:24.747000","6f5de1b4-e282-e911-a821-8111ee911e19",SIN-BCN-HKG-SIN,SIN,SIN,One Way
"2019-05-11 04:45:12.197000","3257b265-8e73-e911-a821-8111ee911e19",SIN-LAX-CJB-SIN,SIN,SIN,One Way
"2019-04-09 16:32:00.057000",eceedad5-cb5a-e911-a821-8111ee911e19,SJO-AMS-PTY-MGA,SJO,MGA,Return
"2019-04-24 18:32:39.250000","7687a92e-a666-e911-a821-8111ee911e19",TAS-DEL-ALA-TAS,TAS,TAS,One Way
"2019-10-11 18:47:13.837000","2dbc7962-3eec-e911-a822-e453a8e76766",TPE-AKL-FRA-TPE,TPE,TPE,One Way
"2019-07-09 23:14:38.953000","9d399329-86a2-e911-a821-8111ee911e19",TPE-AKL-LGW-TPE,TPE,TPE,One Way
"2019-08-02 11:12:11.767000",ec4bdd38-fdb4-e911-a821-8111ee911e19,TPE-AKL-LGW-TPE,TPE,TPE,One Way
"2019-03-27 13:15:50.220000",cc719948-7950-e911-a823-bb3187216d89,TPE-AMS-MNL-TPE,TPE,TPE,One Way
"2019-02-21 07:24:24.947000",efaf3f8f-9035-e911-a820-a7f2c9e35195,YYZ-OPO-YQB-YYZ,YYZ,YYZ,One Way
"2019-03-21 01:23:42.360000","632943cd-5e4b-e911-a820-a7f2c9e35195",YYZ-PUJ-YUL-YTZ,YYZ,YTZ,Return
"2019-11-10 10:18:05.343000","67368f38-8a03-ea11-a822-e453a8e76766",ACC-BJL-DAR-ADD-ACC,ACC,ACC,One Way
"2019-03-08 13:14:12.453000","159803ea-8a41-e911-a820-a7f2c9e35195",ADD-KUL-ROB-ACC-ADD,ADD,ADD,One Way
"2019-11-04 22:17:04.733000",d321bfa9-37ff-e911-a822-e453a8e76766,BMA-HEL-HND-HEL-ARN,BMA,ARN,Return
"2019-07-11 02:09:46.470000",b56ff7c8-67a3-e911-a821-8111ee911e19,BMA-HEL-MUC-HEL-ARN,BMA,ARN,Return
"2019-06-08 23:11:06.887000","8cf1a28b-298a-e911-a821-8111ee911e19",CDG-SVO-ULN-SVO-ORY,CDG,ORY,Return
"2019-04-07 05:39:24.843000","30f59357-de58-e911-a821-8111ee911e19",DCA-YUL-CDG-BRU-IAD,DCA,IAD,Return
"2019-03-26 12:54:58.393000","9681a635-ad4f-e911-a823-bb3187216d89",DUS-SVO-KJA-SVO-DUS,DUS,DUS,One Way
"2019-11-09 04:41:24.267000","1c852207-9202-ea11-a822-e453a8e76766",EWR-DXB-HYD-DXB-JFK,EWR,JFK,Return
"2019-09-22 19:27:51.547000",eed560e9-55dd-e911-a822-e453a8e76766,EWR-KEF-BRU-KEF-JFK,EWR,JFK,Return
"2019-08-28 03:51:09.907000","0165f7e6-2dc9-e911-a821-8111ee911e19",EWR-KEF-DUB-KEF-JFK,EWR,JFK,Return
"2019-05-08 06:05:31.657000",eaf2621e-3e71-e911-a821-8111ee911e19,EWR-KEF-MUC-KEF-JFK,EWR,JFK,Return
"2019-02-21 20:33:49.667000",f329dbd5-fe35-e911-a820-a7f2c9e35195,EWR-LIS-NAP-LIS-JFK,EWR,JFK,Return
"2019-01-16 03:39:55.563000",cd19e13b-2719-e911-a820-a7f2c9e35195,EWR-PEK-HND-PEK-JFK,EWR,JFK,Return
"2019-10-14 05:19:00.780000",b288a6f7-28ee-e911-a822-e453a8e76766,EWR-YUL-FCO-YUL-LGA,EWR,LGA,Return
"2019-03-17 04:46:49.407000",b813f486-5648-e911-a820-a7f2c9e35195,EWR-ZRH-NCE-ZRH-JFK,EWR,JFK,Return
"2019-04-25 18:04:12.390000",adcb0d5f-6b67-e911-a821-8111ee911e19,HAM-IST-VOZ-IST-HAM,HAM,HAM,One Way
"2019-07-26 10:13:30.110000",be43b6db-74af-e911-a821-8111ee911e19,HND-MNL-DPS-MNL-NRT,HND,NRT,Return
"2019-04-04 14:24:26.343000","6ac8dc2f-cc56-e911-a821-8111ee911e19",IAD-BRU-MXP-YYZ-DCA,IAD,DCA,Return
"2019-09-22 21:50:54.280000","996e01e7-69dd-e911-a822-e453a8e76766",IAD-YUL-BRU-YUL-DCA,IAD,DCA,Return
"2019-07-09 21:53:50.720000","352b5dde-7aa2-e911-a821-8111ee911e19",IEV-WAW-HAM-WAW-KBP,IEV,KBP,Return
"2019-02-13 10:47:50.737000","0c2383a6-632f-e911-a820-a7f2c9e35195",IEV-WAW-LAX-WAW-KBP,IEV,KBP,Return
"2019-08-12 01:07:17.653000","36902b5d-84bc-e911-a821-8111ee911e19",JFK-DXB-DEL-DXB-EWR,JFK,EWR,Return
"2019-11-15 05:40:33.017000",bdea864a-5107-ea11-a822-e453a8e76766,JFK-HKG-BKK-HKG-EWR,JFK,EWR,Return
"2019-11-04 06:17:53.283000","0935d3ac-b1fe-e911-a822-e453a8e76766",JFK-LHR-DUB-PHL-LGA,JFK,LGA,Return
"2019-05-09 14:44:18.000000","922ff4c3-4f72-e911-a821-8111ee911e19",JFK-MUC-LYS-MUC-EWR,JFK,EWR,Return
"2019-07-17 19:15:29.737000",ea5b9614-aea8-e911-a821-8111ee911e19,JFK-PEK-BKK-PEK-EWR,JFK,EWR,Return
"2019-08-30 20:19:18.423000","38da0f46-4acb-e911-a821-8111ee911e19",JFK-PEK-TSE-PEK-EWR,JFK,EWR,Return
"2019-04-14 22:25:48.767000","65d9de18-eb5e-e911-a821-8111ee911e19",JRO-AMS-NBO-ZNZ-ARK,JRO,ARK,Return
"2019-03-17 23:21:33.863000",b046d940-f248-e911-a820-a7f2c9e35195,LCY-LIN-BDS-LIN-LHR,LCY,LHR,Return
"2019-07-31 12:22:44.063000","61ad60bf-74b3-e911-a821-8111ee911e19",LCY-ZRH-FAO-GVA-LHR,LCY,LHR,Return
"2019-10-03 17:19:44.563000",f20425d5-e8e5-e911-a822-e453a8e76766,LGA-YUL-CDG-YUL-EWR,LGA,EWR,Return
"2019-07-23 13:02:25.017000","3421e8f5-30ad-e911-a821-8111ee911e19",LGW-CMN-FNA-CMN-LHR,LGW,LHR,Return
"2019-03-02 00:51:17.783000","36254f20-6c3c-e911-a820-a7f2c9e35195",LGW-CMN-OUD-CMN-LHR,LGW,LHR,Return
"2019-06-09 22:25:33.063000","04daac55-ec8a-e911-a821-8111ee911e19",LGW-DOH-AKL-DOH-LHR,LGW,LHR,Return
"2019-04-19 12:08:37.720000","3b70bab4-8262-e911-a821-8111ee911e19",LGW-DOH-CCU-DOH-LHR,LGW,LHR,Return
"2019-04-04 19:29:47.530000","963b66db-f656-e911-a821-8111ee911e19",LGW-DOH-CGK-DOH-LHR,LGW,LHR,Return
"2019-07-03 14:18:25.150000","90370341-849d-e911-a821-8111ee911e19",LGW-DOH-DPS-DOH-LHR,LGW,LHR,Return
"2019-05-08 18:15:08.897000","08a2450f-a471-e911-a821-8111ee911e19",LGW-DOH-KHI-DOH-LHR,LGW,LHR,Return
"2019-04-06 11:29:04.530000","78517608-4658-e911-a821-8111ee911e19",LGW-DOH-LHE-DOH-LHR,LGW,LHR,Return
"2019-08-31 15:27:50.267000",dde10cb9-eacb-e911-a821-8111ee911e19,LGW-DOH-PEW-DOH-LHR,LGW,LHR,Return
"2019-09-08 15:22:08.077000","4cfc3945-33d2-e911-a821-8111ee911e19",LGW-DXB-HKT-DXB-LHR,LGW,LHR,Return
"2019-03-17 22:00:01.330000",f935a7db-e648-e911-a820-a7f2c9e35195,LGW-ESB-ECN-IST-LHR,LGW,LHR,Return
"2019-04-07 14:59:40.797000","4e50f29c-2c59-e911-a821-8111ee911e19",LGW-HKG-DVO-HKG-LHR,LGW,LHR,Return
"2019-09-26 07:46:58.297000",d886aba8-18e0-e911-a822-e453a8e76766,LGW-IST-ECN-IST-LHR,LGW,LHR,Return
"2019-09-27 23:53:22.923000",f5365cd7-68e1-e911-a822-e453a8e76766,LGW-IST-HKT-IST-LHR,LGW,LHR,Return
"2019-12-28 17:09:01.797000","58ba8c98-7b29-ea11-a822-e453a8e76766",LGW-IST-KTM-IST-LHR,LGW,LHR,Return
"2019-08-02 13:34:30.313000","8fba6418-11b5-e911-a821-8111ee911e19",LGW-IST-MHD-IST-LHR,LGW,LHR,Return
"2019-02-03 03:57:21.987000","2642cba8-4e27-e911-a820-a7f2c9e35195",LGW-IST-SHJ-IST-LHR,LGW,LHR,Return
"2019-01-25 00:08:10.427000","9ecdb722-1c20-e911-a820-a7f2c9e35195",LGW-LED-KZN-SVO-LHR,LGW,LHR,Return
"2019-09-25 00:30:36.843000",a57d8289-12df-e911-a822-e453a8e76766,LGW-NCE-CLY-NCE-LHR,LGW,LHR,Return
"2019-01-13 21:47:59.140000","22b370bd-6317-e911-a820-a7f2c9e35195",LGW-SAW-ECN-IST-LHR,LGW,LHR,Return
"2019-09-05 19:02:13.173000","901a7c80-f6cf-e911-a821-8111ee911e19",LHR-CDG-NBO-AMS-LCY,LHR,LCY,Return
"2019-04-05 14:46:49.950000",d24f1679-9857-e911-a821-8111ee911e19,LHR-DOH-DPS-DOH-LGW,LHR,LGW,Return
"2019-04-16 15:47:26.187000","5c74fbc5-4560-e911-a821-8111ee911e19",LHR-DOH-HKT-DOH-LGW,LHR,LGW,Return
"2019-10-02 09:50:54.453000",f7c030fa-e0e4-e911-a822-e453a8e76766,LHR-IST-ECN-IST-LGW,LHR,LGW,Return
"2019-07-19 13:04:01.517000","59b39782-0caa-e911-a821-8111ee911e19",LHR-SVO-KUF-LED-LGW,LHR,LGW,Return
"2019-08-08 17:12:26.453000",a3e0e88b-e6b9-e911-a821-8111ee911e19,MXP-KBP-BKK-KBP-BGY,MXP,BGY,Return
"2019-03-14 12:39:35.523000",a2adb810-3d46-e911-a820-a7f2c9e35195,NUE-ZRH-LAX-ZRH-NUE,NUE,NUE,One Way
"2019-12-26 21:31:58.843000","5c0060ff-0d28-ea11-a822-e453a8e76766",ORY-ALG-DSS-ALG-CDG,ORY,CDG,Return
"2019-04-25 00:12:06.673000","4ec2709c-d566-e911-a821-8111ee911e19",ORY-SVO-IKA-SVO-CDG,ORY,CDG,Return
"2019-10-19 14:48:37.907000",b7e88e62-66f2-e911-a822-e453a8e76766,SAW-DOH-KUL-DOH-IST,SAW,IST,Return
"2019-03-10 10:20:46.287000",acd95aff-0443-e911-a820-a7f2c9e35195,SHA-CAN-KTM-CAN-PVG,SHA,PVG,Return
"2019-10-07 21:12:36.367000","6882cf07-2ee9-e911-a822-e453a8e76766",STN-CPH-HEL-ARN-LHR,STN,LHR,Return
"2019-05-18 07:10:14.440000",ef3ebdd5-2279-e911-a821-8111ee911e19,SYD-BNE-PPP-BNE-SYD,SYD,SYD,One Way
"2019-09-24 22:18:56.827000",cc374125-00df-e911-a822-e453a8e76766,ACC-CDG-AMS-ACC-CDG-AMS,ACC,AMS,Return
"2019-07-09 23:49:09.680000",aad73afc-8aa2-e911-a821-8111ee911e19,ADD-DUB-ADD-KRT-ADD-KRT,ADD,KRT,Return
"2019-06-03 06:12:46.627000","00a1ae71-ad85-e911-a821-8111ee911e19",AEP-COR-SCL-MEX-LIM-EZE,AEP,EZE,Return
"2019-10-01 14:20:30.500000","74269475-3de4-e911-a822-e453a8e76766",AMS-DPS-AMS-MUC-AMS-MUC,AMS,MUC,Return
"2019-02-20 23:43:51.843000","8465db38-5035-e911-a820-a7f2c9e35195",AMS-DPS-AMS-ZWE-AMS-ZWE,AMS,ZWE,Return
"2019-06-25 14:41:32.970000",b048782a-3e97-e911-a821-8111ee911e19,AMS-MCT-AMS-MCT-COK-MCT,AMS,MCT,Return
"2019-04-16 00:26:50.447000","207a352d-c55f-e911-a821-8111ee911e19",AMS-ZYR-BRU-AMS-KUL-AMS,AMS,AMS,One Way
"2019-09-08 00:00:41.173000",df03bf8b-b2d1-e911-a821-8111ee911e19,BAH-CMB-BAH-CAI-BAH-CAI,BAH,CAI,Return
"2019-10-08 23:30:49.020000",cbabf681-0aea-e911-a822-e453a8e76766,BGY-FCO-MEX-CUN-JFK-MXP,BGY,MXP,Return
"2019-10-17 12:39:28.690000","08fee202-c2f0-e911-a822-e453a8e76766",BRU-LFW-BRU-ZRH-BRU-ZRH,BRU,ZRH,Return
"2019-10-27 17:30:42.007000","164ef559-c6f8-e911-a822-e453a8e76766",BRU-ZYA-AMS-EWR-JFK-BRU,BRU,BRU,One Way
"2019-01-06 01:20:40.547000","50bacf21-3811-e911-a820-a7f2c9e35195",CDG-DFW-GUA-MIA-MAD-ORY,CDG,ORY,Return
"2019-05-25 21:54:59.550000",bff8a197-1e7f-e911-a821-8111ee911e19,DOH-MGQ-DOH-BRU-DOH-BRU,DOH,BRU,Return
"2019-07-07 17:56:57.000000","905a7576-c7a0-e911-a821-8111ee911e19",DSS-NBO-DSS-NBO-DAR-NBO,DSS,NBO,Return
"2019-05-29 02:35:29.783000","8499dd40-a181-e911-a821-8111ee911e19",DXB-JRO-DXB-MAD-DXB-MAD,DXB,MAD,Return
"2019-09-20 19:12:51.500000","2c814079-c1db-e911-a822-e453a8e76766",DXB-KBV-DXB-VIE-DXB-VIE,DXB,VIE,Return
"2019-10-30 16:26:06.987000","0a9d63d3-18fb-e911-a822-e453a8e76766",DXB-PNH-DXB-DUS-DXB-DUS,DXB,DUS,Return
"2019-01-07 18:56:26.437000","0ff054c4-9412-e911-a820-a7f2c9e35195",EWR-DEL-EWR-DEL-AMD-DEL,EWR,DEL,Return
"2019-01-03 22:36:33.610000",f23df6db-8e0f-e911-a820-a7f2c9e35195,FCO-CAN-FCO-CAN-MNL-CAN,FCO,CAN,Return
"2019-09-17 18:06:29.593000","761b80b9-5cd9-e911-a822-e453a8e76766",FCO-CAN-FCO-CAN-MNL-CAN,FCO,CAN,Return
"2019-08-24 18:05:38.127000","5905369f-80c6-e911-a821-8111ee911e19",FCO-CAN-FCO-CAN-MNL-CAN,FCO,CAN,Return
"2019-02-02 20:12:50.453000","10f0f2c2-0d27-e911-a820-a7f2c9e35195",FRA-CAN-FRA-CAN-HAN-CAN,FRA,CAN,Return
"2019-08-01 18:34:01.507000","2664b5c8-71b4-e911-a821-8111ee911e19",FRA-CAN-FRA-CAN-HAN-CAN,FRA,CAN,Return
"2019-07-05 01:13:53.447000","24ae6501-a99e-e911-a821-8111ee911e19",FRA-CAN-FRA-CAN-HAN-CAN,FRA,CAN,Return
"2019-02-04 16:52:19.313000","56775111-8428-e911-a820-a7f2c9e35195",FRA-CAN-FRA-CAN-HAN-CAN,FRA,CAN,Return
"2019-02-05 21:34:04.000000","73875f9c-7429-e911-a820-a7f2c9e35195",FRA-CAN-FRA-CAN-MNL-CAN,FRA,CAN,Return
"2019-01-20 20:48:37.627000","1dd4a898-db1c-e911-a820-a7f2c9e35195",FRA-CAN-FRA-CAN-MNL-CAN,FRA,CAN,Return
"2019-01-16 22:30:53.780000","551dac39-c519-e911-a820-a7f2c9e35195",FRA-CAN-FRA-CAN-MNL-CAN,FRA,CAN,Return
"2019-01-18 21:51:14.797000","7a012b04-521b-e911-a820-a7f2c9e35195",FRA-CAN-FRA-CAN-MNL-CAN,FRA,CAN,Return
"2019-11-10 12:03:25.237000","9d0652f3-9803-ea11-a822-e453a8e76766",FRA-CAN-FRA-CAN-NAO-CAN,FRA,CAN,Return
"2019-01-16 08:27:49.820000",e1e8b771-4f19-e911-a820-a7f2c9e35195,GMP-SHA-PVG-DPS-PVG-ICN,GMP,ICN,Return
"2019-07-17 04:48:15.833000","4289feed-34a8-e911-a821-8111ee911e19",HNL-NAN-HNL-NAN-TBU-NAN,HNL,NAN,Return
"2019-05-30 08:57:41.953000","826b3cd0-9f82-e911-a821-8111ee911e19",HRE-DXB-HRE-DXB-LCA-DXB,HRE,DXB,Return
"2019-06-11 11:00:20.810000","7da430f3-1e8c-e911-a821-8111ee911e19",IST-CKY-IST-CDG-IST-CDG,IST,CDG,Return
"2019-05-23 17:37:16.227000",dd38b041-687d-e911-a821-8111ee911e19,IST-CMB-IST-RIX-IST-RIX,IST,RIX,Return
"2019-05-22 19:45:36.470000","8fa4d703-b17c-e911-a821-8111ee911e19",IST-DLA-IST-HAJ-IST-HAJ,IST,HAJ,Return
"2019-01-29 18:26:26.640000",a23d573d-da23-e911-a820-a7f2c9e35195,IST-TNR-IST-VCE-IST-VCE,IST,VCE,Return
"2019-03-22 13:20:11.580000","1c81da10-8c4c-e911-a823-bb3187216d89",IST-TNR-IST-VIE-IST-VIE,IST,VIE,Return
"2019-08-14 01:19:18.860000","7f04d462-18be-e911-a821-8111ee911e19",JFK-GVA-LIS-OPO-YYZ-EWR,JFK,EWR,Return
"2019-06-11 05:48:07.670000","94b85b53-f38b-e911-a821-8111ee911e19",JFK-HND-CGK-NRT-SFO-EWR,JFK,EWR,Return
"2019-09-19 18:12:39.530000",ff499fea-efda-e911-a822-e453a8e76766,JFK-PEK-HND-NRT-PEK-EWR,JFK,EWR,Return
"2019-08-21 05:32:54.467000",a5feacf4-bbc3-e911-a821-8111ee911e19,JFK-SIN-JFK-SIN-DPS-SIN,JFK,SIN,Return
"2019-05-26 21:10:00.033000","3200d174-e17f-e911-a821-8111ee911e19",KGL-CPT-KGL-BRU-KGL-BRU,KGL,BRU,Return
"2019-08-17 23:28:05.110000",aecbab80-2dc1-e911-a821-8111ee911e19,KGL-JNB-KGL-TLV-KGL-TLV,KGL,TLV,Return
"2019-12-10 07:20:26.423000","38340b63-041b-ea11-a822-e453a8e76766",KUL-ADD-KUL-ADD-COO-ADD,KUL,ADD,Return
"2019-10-20 04:03:29.067000","65090367-d5f2-e911-a822-e453a8e76766",LAX-CTU-LAX-CTU-HKT-CTU,LAX,CTU,Return
"2019-11-16 11:32:01.790000","9726f38d-4b08-ea11-a822-e453a8e76766",LAX-SIN-LAX-SIN-DPS-SIN,LAX,SIN,Return
"2019-05-02 22:59:18.187000","6754f4c3-146d-e911-a821-8111ee911e19",LFW-CMN-LFW-CMN-YUL-CMN,LFW,CMN,Return
"2019-05-06 11:31:06.297000",ecb4af44-d96f-e911-a821-8111ee911e19,LGW-DOH-SGN-HAN-DOH-LHR,LGW,LHR,Return
"2019-12-04 13:36:39.407000",dc9213ee-8116-ea11-a822-e453a8e76766,LGW-DXB-DEL-BOM-DXB-LHR,LGW,LHR,Return
"2019-09-09 15:57:22.797000","19614b57-01d3-e911-a821-8111ee911e19",LGW-DXB-DPS-SYD-DXB-LHR,LGW,LHR,Return
"2019-08-22 02:05:49.220000",ea05e134-68c4-e911-a821-8111ee911e19,LGW-DXB-KUL-BKK-DXB-LHR,LGW,LHR,Return
